id,Código_Produto,Classificação,Subproduto,Local,Fetch_Status,bolsa,roda,fonte,tav,subtav,decimais,correlatos,empresa,contrato,subproduto_id,entcode,nome,longo,descr,codf,bd,palavras,habilitado,lote,rep,vln,dia,freq,dex,inserido,alterado,created_at,updated_at
269,D_EtHYPr_Pa_BR,Etanol,"Hydrous Ethanol",Paulínia,Success,2,50,,T,,2,10,,,1978,PRPR019623,"Ethanol Hydrous Paulinia","DATAGRO Weekly Ethanol Hydrous Price BRL/L Paulinia Sao Paulo  Brazil","DATAGRO Weekly Ethanol Hydrous Price BRL/L Paulinia Sao Paulo  Brazil",D_EtHYPr_Pa_BR,,,1,0,9,0,1,D,,"2020-09-18 22:17:39","2022-05-18 23:53:04",,2023-11-23T18:55:44.000000Z
270,D_EtHyPr_Pr_BR,Etanol,"Hydrous Ethanol",Paraná,Success,2,50,3,T,,4,10,,,1978,PRPR006400,"Ethanol Hydrous PR","DATAGRO Daily Ethanol Hydrous Price BRL/L Parana Brazil","DATAGRO Daily Ethanol Hydrous Price BRL/L Parana Brazil",D_EtHyPr_Pr_BR,,,1,,9,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:53:04",,2023-11-23T18:55:49.000000Z
271,D_EtHyPr_Pr_BR_1,Etanol,"Hydrous Ethanol",Paraná,Success,2,50,3,T,,4,10,,,1978,PRPR019498,"Ethanol Hydrous W/ PR","DATAGRO Daily Ethanol Hydrous W/taxes Price BRL/L Parana Brazil","DATAGRO Daily Ethanol Hydrous W/taxes Price BRL/L Parana Brazil",D_EtHyPr_Pr_BR_1,,,1,,9,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:53:04",,2023-11-23T18:55:53.000000Z
272,D_EtHYPr_Rp_BR,Etanol,"Hydrous Ethanol","Ribeirão Preto",Success,2,50,,T,,2,10,,,1978,PRPR019621,"Ethanol Hydrous Rib Preto","DATAGRO Weekly Ethanol Hydrous Price BRL/L Ribeirão Preto Sao Paulo Brazil","DATAGRO Weekly Ethanol Hydrous Price BRL/L Ribeirão Preto Sao Paulo Brazil",D_EtHYPr_Rp_BR,,,1,0,9,0,1,D,,"2020-09-18 22:17:39","2022-05-18 23:53:04",,2023-11-23T18:55:56.000000Z
273,D_EtHyPr_Sp_BR,Etanol,"Hydrous Ethanol","São Paulo",Success,2,50,3,T,,4,10,,,1978,PRPR006394,"Ethanol Hydrous SP","DATAGRO Daily Ethanol Hydrous Price BRL/L Sao Paulo Brazil","DATAGRO Daily Ethanol Hydrous Price BRL/L Sao Paulo Brazil",D_EtHyPr_Sp_BR,,,1,,9,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:53:04",,2023-11-23T18:55:59.000000Z
274,D_EtHyPr_Sp_BR_1,Etanol,"Hydrous Ethanol","São Paulo",Success,2,50,3,T,,4,10,,,1978,PRPR019494,"Ethanol Hydrous W/ SP","DATAGRO Daily Ethanol Hydrous W/taxes Price BRL/L Sao Paulo Brazil","DATAGRO Daily Ethanol Hydrous W/taxes Price BRL/L Sao Paulo Brazil",D_EtHyPr_Sp_BR_1,,,1,,9,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:53:04",,2023-11-23T18:56:03.000000Z
275,EtAnAs_Be_BR,Etanol,"Anhydrous Ethanol",Betim,Success,2,50,68,T,,2,10,,,1977,PRAs002200,"Ethanol To Producer Anhydrous Ask w/ taxes Betim","Flextrading Daily Ethanol To Producer Anhydrous Price Ask w/ taxes BRL/M3 Betim Region Center South Minas Gerais Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price Ask w/ taxes BRL/M3 Betim Region Center South Minas Gerais Brazil",EtAnAs_Be_BR,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2021-03-20 22:40:20",,2023-11-23T18:56:03.000000Z
276,EtAnAs_Be_BR_2,Etanol,"Anhydrous Ethanol",Betim,Success,2,50,68,T,,2,10,,,1977,PRAs002242,"Ethanol To Producer Anhydrous Ask w/ taxes Belem","Flextrading Daily Ethanol To Producer Anhydrous Price Ask w/ taxes BRL/M3 Belem Region North Northeast Para Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price Ask w/ taxes BRL/M3 Belem Region North Northeast Para Brazil",EtAnAs_Be_BR_2,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2021-03-20 22:40:20",,2023-11-23T18:56:04.000000Z
277,EtAnAs_Ca_BR_1,Etanol,"Anhydrous Ethanol",Cabedelo,Success,2,50,68,T,,2,10,,,1977,PRAs002236,"Ethanol To Producer Anhydrous Ask w/ taxes Cabedelo","Flextrading Daily Ethanol To Producer Anhydrous Price Ask w/ taxes BRL/M3 Cabedelo Region North Northeast Paraiba Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price Ask w/ taxes BRL/M3 Cabedelo Region North Northeast Paraiba Brazil",EtAnAs_Ca_BR_1,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2021-03-20 22:40:20",,2023-11-23T18:56:05.000000Z
278,EtAnAs_Fo_BR,Etanol,"Anhydrous Ethanol",Fortaleza,Success,2,50,68,T,,2,10,,,1977,PRAs002238,"Ethanol To Producer Anhydrous Ask w/ taxes Fortaleza","Flextrading Daily Ethanol To Producer Anhydrous Price Ask w/ taxes BRL/M3 Fortaleza Region North Northeast Ceara Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price Ask w/ taxes BRL/M3 Fortaleza Region North Northeast Ceara Brazil",EtAnAs_Fo_BR,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2021-03-20 22:40:20",,2023-11-23T18:56:06.000000Z
279,EtAnAs_Go_BR,Etanol,"Anhydrous Ethanol",Goiânia,Success,2,50,68,T,,2,10,,,1977,PRAs002204,"Ethanol To Producer Anhydrous Ask w/ taxes Goiania","Flextrading Daily Ethanol To Producer Anhydrous Price Ask w/ taxes BRL/M3 Goiania Region Center South Goias Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price Ask w/ taxes BRL/M3 Goiania Region Center South Goias Brazil",EtAnAs_Go_BR,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2021-03-20 22:40:20",,2023-11-23T18:56:06.000000Z
280,EtAnAs_Gu_BR_1,Etanol,"Anhydrous Ethanol",Guarulhos,Success,2,50,68,T,,2,10,,,1977,PRAs002198,"Ethanol To Producer Anhydrous Ask w/ taxes Guarulhos","Flextrading Daily Ethanol To Producer Anhydrous Price Ask w/ taxes BRL/M3 Guarulhos Region Center South Sao Paulo Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price Ask w/ taxes BRL/M3 Guarulhos Region Center South Sao Paulo Brazil",EtAnAs_Gu_BR_1,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2021-03-20 22:40:20",,2023-11-23T18:56:07.000000Z
281,EtAnAs_Ou_BR_1,Etanol,"Anhydrous Ethanol",Ourinhos,Success,2,50,68,T,,2,10,,,1977,PRAs002194,"Ethanol To Producer Anhydrous Ask w/ taxes Ourinhos","Flextrading Daily Ethanol To Producer Anhydrous Price Ask w/ taxes BRL/M3 Ourinhos Region Center South Sao Paulo Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price Ask w/ taxes BRL/M3 Ourinhos Region Center South Sao Paulo Brazil",EtAnAs_Ou_BR_1,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2021-03-20 22:40:20",,2023-11-23T18:56:07.000000Z
282,EtAnAs_Pa_BR_1,Etanol,"Anhydrous Ethanol",Paulínia,Success,2,50,68,T,,2,10,,,1977,PRAs002196,"Ethanol To Producer Anhydrous Ask w/ taxes Paulinia","Flextrading Daily Ethanol To Producer Anhydrous Price Ask w/ taxes BRL/M3 Paulinia Region Center South Sao Paulo Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price Ask w/ taxes BRL/M3 Paulinia Region Center South Sao Paulo Brazil",EtAnAs_Pa_BR_1,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2021-03-20 22:40:20",,2023-11-23T18:56:09.000000Z
283,EtAnAs_Rp_BR,Etanol,"Anhydrous Ethanol","Ribeirão Preto",Success,2,50,68,T,,2,10,,,1977,PRAs002192,"Ethanol To Producer Anhydrous Ask w/ taxes Rib Preto","Flextrading Daily Ethanol To Producer Anhydrous Price Ask w/ taxes BRL/M3 Ribeirao Preto Region Center South Sao Paulo Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price Ask w/ taxes BRL/M3 Ribeirao Preto Region Center South Sao Paulo Brazil",EtAnAs_Rp_BR,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2021-03-20 22:40:20",,2023-11-23T18:56:09.000000Z
284,EtAnAs_Sa_BR,Etanol,"Anhydrous Ethanol",Salvador,Success,2,50,68,T,,2,10,,,1977,PRAs002232,"Ethanol To Producer Anhydrous Ask w/ taxes Salvador","Flextrading Daily Ethanol To Producer Anhydrous Price Ask w/ taxes BRL/M3 Salvador Region North Northeast Bahia Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price Ask w/ taxes BRL/M3 Salvador Region North Northeast Bahia Brazil",EtAnAs_Sa_BR,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2021-03-20 22:40:20",,2023-11-23T18:56:10.000000Z
285,EtAnAs_Sl_BR,Etanol,"Anhydrous Ethanol","São Luis",Success,2,50,68,T,,2,10,,,1977,PRAs002240,"Ethanol To Producer Anhydrous Ask w/ taxes Sao Luis","Flextrading Daily Ethanol To Producer Anhydrous Price Ask w/ taxes BRL/M3 Sao Luis Region North Northeast Maranhao Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price Ask w/ taxes BRL/M3 Sao Luis Region North Northeast Maranhao Brazil",EtAnAs_Sl_BR,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2021-03-20 22:40:20",,2023-11-23T18:56:11.000000Z
286,EtAnAs_Su_BR_1,Etanol,"Anhydrous Ethanol",Suape,Success,2,50,68,T,,2,10,,,1977,PRAs002234,"Ethanol To Producer Anhydrous Ask w/ taxes Suape","Flextrading Daily Ethanol To Producer Anhydrous Price Ask w/ taxes BRL/M3 Suape Region North Northeast Pernambuco Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price Ask w/ taxes BRL/M3 Suape Region North Northeast Pernambuco Brazil",EtAnAs_Su_BR_1,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2021-03-20 22:40:20",,2023-11-23T18:56:11.000000Z
287,EtAnAs_Ub_BR,Etanol,"Anhydrous Ethanol",Uberlândia,Success,2,50,68,T,,2,10,,,1977,PRAs002202,"Ethanol To Producer Anhydrous Ask w/ taxes Uberlandia","Flextrading Daily Ethanol To Producer Anhydrous Price Ask w/ taxes BRL/M3 Uberlandia Region Center South Minas Gerais Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price Ask w/ taxes BRL/M3 Uberlandia Region Center South Minas Gerais Brazil",EtAnAs_Ub_BR,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2021-03-20 22:40:20",,2023-11-23T18:56:12.000000Z
288,EtAnAs_Vi_BR_1,Etanol,"Anhydrous Ethanol",Vitória,Success,2,50,68,T,,2,10,,,1977,PRAs002206,"Ethanol To Producer Anhydrous Ask w/ taxes Vitoria","Flextrading Daily Ethanol To Producer Anhydrous Price Ask w/ taxes BRL/M3 Vitoria Region Center South Espirito Santo Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price Ask w/ taxes BRL/M3 Vitoria Region Center South Espirito Santo Brazil",EtAnAs_Vi_BR_1,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2021-03-20 22:40:21",,2023-11-23T18:56:12.000000Z
289,EtAnBi_Be_BR_1,Etanol,"Anhydrous Ethanol",Belém,Success,2,50,68,T,,2,10,,,1977,PRBi002243,"Ethanol To Producer Anhydrous Bid w/ taxes Belem","Flextrading Daily Ethanol To Producer Anhydrous Price Bid w/ taxes BRL/M3 Belem Region North Northeast Para Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price Bid w/ taxes BRL/M3 Belem Region North Northeast Para Brazil",EtAnBi_Be_BR_1,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2021-03-20 22:40:21",,2023-11-23T18:56:13.000000Z
290,EtAnBi_Be_BR_3,Etanol,"Anhydrous Ethanol",Betim,Failed,2,50,68,T,,2,10,,,1977,PRBI002201,"Ethanol To Producer Anhydrous Bid w/ taxes Betim","Flextrading Daily Ethanol To Producer Anhydrous Price Bid w/ taxes BRL/M3 Betim Region Center South Minas Gerais Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price Bid w/ taxes BRL/M3 Betim Region Center South Minas Gerais Brazil",EtAnBi_Be_BR_3,,,1,0,0,0,1,D,,"2021-03-20 22:53:39","2021-03-20 22:53:39",,2023-11-23T18:56:13.000000Z
291,EtAnBi_Ca_BR_1,Etanol,"Anhydrous Ethanol",Cabedelo,Success,2,50,68,T,,2,10,,,1977,PRBi002237,"Ethanol To Producer Anhydrous Bid w/ taxes Cabedelo","Flextrading Daily Ethanol To Producer Anhydrous Price Bid w/ taxes BRL/M3 Cabedelo Region North Northeast Paraiba Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price Bid w/ taxes BRL/M3 Cabedelo Region North Northeast Paraiba Brazil",EtAnBi_Ca_BR_1,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2021-03-20 22:40:21",,2023-11-23T18:56:14.000000Z
292,EtAnBi_Fo_BR_1,Etanol,"Anhydrous Ethanol",Fortaleza,Success,2,50,68,T,,2,10,,,1977,PRBi002239,"Ethanol To Producer Anhydrous Bid w/ taxes Fortaleza","Flextrading Daily Ethanol To Producer Anhydrous Price Bid w/ taxes BRL/M3 Fortaleza Region North Northeast Ceara Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price Bid w/ taxes BRL/M3 Fortaleza Region North Northeast Ceara Brazil",EtAnBi_Fo_BR_1,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2021-03-20 22:40:21",,2023-11-23T18:56:15.000000Z
293,EtAnBi_Go_BR_1,Etanol,"Anhydrous Ethanol",Goiânia,Success,2,50,68,T,,2,10,,,1977,PRBi002205,"Ethanol To Producer Anhydrous Bid w/ taxes Goiania","Flextrading Daily Ethanol To Producer Anhydrous Price Bid w/ taxes BRL/M3 Goiania Region Center South Goias Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price Bid w/ taxes BRL/M3 Goiania Region Center South Goias Brazil",EtAnBi_Go_BR_1,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2021-03-20 22:40:21",,2023-11-23T18:56:15.000000Z
294,EtAnBi_Gu_BR_1,Etanol,"Anhydrous Ethanol",Guarulhos,Success,2,50,68,T,,2,10,,,1977,PRBi002199,"Ethanol To Producer Anhydrous Bid w/ taxes Guarulhos","Flextrading Daily Ethanol To Producer Anhydrous Price Bid w/ taxes BRL/M3 Guarulhos Region Center South Sao Paulo Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price Bid w/ taxes BRL/M3 Guarulhos Region Center South Sao Paulo Brazil",EtAnBi_Gu_BR_1,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2021-03-20 22:40:21",,2023-11-23T18:56:16.000000Z
295,EtAnBi_Ou_BR_1,Etanol,"Anhydrous Ethanol",Ourinhos,Failed,2,50,68,T,,2,10,,,1977,PRBI002195,"Ethanol To Producer Anhydrous Bid w/ taxes Ourinhos","Flextrading Daily Ethanol To Producer Anhydrous Price Bid w/ taxes BRL/M3 Ourinhos Region Center South Sao Paulo Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price Bid w/ taxes BRL/M3 Ourinhos Region Center South Sao Paulo Brazil",EtAnBi_Ou_BR_1,,,1,0,0,0,1,D,,"2021-03-20 22:53:39","2021-03-20 22:53:39",,2023-11-23T18:56:16.000000Z
296,EtAnBi_Pa_BR_1,Etanol,"Anhydrous Ethanol",Paulínia,Success,2,50,68,T,,2,10,,,1977,PRBi002197,"Ethanol To Producer Anhydrous Bid w/ taxes Paulinia","Flextrading Daily Ethanol To Producer Anhydrous Price Bid w/ taxes BRL/M3 Paulinia Region Center South Sao Paulo Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price Bid w/ taxes BRL/M3 Paulinia Region Center South Sao Paulo Brazil",EtAnBi_Pa_BR_1,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2021-03-20 22:40:21",,2023-11-23T18:56:17.000000Z
297,EtAnBi_Rp_BR,Etanol,"Anhydrous Ethanol","Ribeirão Preto",Success,2,50,68,T,,2,10,,,1977,PRBi002193,"Ethanol To Producer Anhydrous Bid w/ taxes Rib Preto","Flextrading Daily Ethanol To Producer Anhydrous Price Bid w/ taxes BRL/M3 Ribeirao Preto Region Center South Sao Paulo Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price Bid w/ taxes BRL/M3 Ribeirao Preto Region Center South Sao Paulo Brazil",EtAnBi_Rp_BR,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2021-03-20 22:40:21",,2023-11-23T18:56:17.000000Z
298,EtAnBi_Sa_BR,Etanol,"Anhydrous Ethanol",Salvador,Success,2,50,68,T,,2,10,,,1977,PRBi002233,"Ethanol To Producer Anhydrous Bid w/ taxes Salvador","Flextrading Daily Ethanol To Producer Anhydrous Price Bid w/ taxes BRL/M3 Salvador Region North Northeast Bahia Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price Bid w/ taxes BRL/M3 Salvador Region North Northeast Bahia Brazil",EtAnBi_Sa_BR,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2021-03-20 22:40:21",,2023-11-23T18:56:18.000000Z
299,EtAnBi_Sl_BR,Etanol,"Anhydrous Ethanol","São Luis",Success,2,50,68,T,,2,10,,,1977,PRBi002241,"Ethanol To Producer Anhydrous Bid w/ taxes Sao Luis","Flextrading Daily Ethanol To Producer Anhydrous Price Bid w/ taxes BRL/M3 Sao Luis Region North Northeast Maranhao Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price Bid w/ taxes BRL/M3 Sao Luis Region North Northeast Maranhao Brazil",EtAnBi_Sl_BR,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2021-03-20 22:40:21",,2023-11-23T18:56:19.000000Z
300,EtAnBi_Su_BR_1,Etanol,"Anhydrous Ethanol",Suape,Success,2,50,68,T,,2,10,,,1977,PRBi002235,"Ethanol To Producer Anhydrous Bid w/ taxes Suape","Flextrading Daily Ethanol To Producer Anhydrous Price Bid w/ taxes BRL/M3 Suape Region North Northeast Pernambuco Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price Bid w/ taxes BRL/M3 Suape Region North Northeast Pernambuco Brazil",EtAnBi_Su_BR_1,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2021-03-20 22:40:21",,2023-11-23T18:56:20.000000Z
301,EtAnBi_Ub_BR,Etanol,"Anhydrous Ethanol",Uberlândia,Failed,2,50,68,T,,2,10,,,1977,PRBI002203,"Ethanol To Producer Anhydrous Bid w/ taxes Uberlandia","Flextrading Daily Ethanol To Producer Anhydrous Price Bid w/ taxes BRL/M3 Uberlandia Region Center South Minas Gerais Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price Bid w/ taxes BRL/M3 Uberlandia Region Center South Minas Gerais Brazil",EtAnBi_Ub_BR,,,1,0,0,0,1,D,,"2021-03-20 22:53:40","2021-03-20 22:53:40",,2023-11-23T18:56:20.000000Z
302,EtAnBi_Vi_BR_1,Etanol,"Anhydrous Ethanol",Vitoria,Failed,2,50,68,T,,2,10,,,1977,PRBi002207,"Ethanol To Producer Anhydrous Bid w/ taxes Vitoria","Flextrading Daily Ethanol To Producer Anhydrous Price Bid w/ taxes BRL/M3 Vitoria Region Center South Espirito Santo Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price Bid w/ taxes BRL/M3 Vitoria Region Center South Espirito Santo Brazil",EtAnBi_Vi_BR_1,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2021-03-20 22:40:21",,2023-11-23T18:56:20.000000Z
303,EtAnPr_Al_BR,Etanol,"Anhydrous Ethanol",Alagoas,Success,25,61,12,T,,4,10,,,1977,,"Etanol An AL","Etanol An AL litro","CEPEA Monthly Ethanol Anhydrous Price BRL/L Alagoas Brazil",,,,1,,,,1,D,,"2019-09-24 11:49:45","2022-01-26 14:44:07",,2023-11-23T18:56:21.000000Z
304,EtAnPr_Be_BR,Etanol,"Anhydrous Ethanol",Betim,Success,2,50,68,T,,2,10,,,1977,PRPR001272,"Ethanol To Producer Anhydrous w/ taxes Betim","Flextrading Daily Ethanol To Producer Anhydrous Price w/ taxes BRL/M3 Betim Minas Gerais Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price w/ taxes BRL/M3 Betim Minas Gerais Brazil",EtAnPr_Be_BR,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2021-03-20 22:40:21",,2023-11-23T18:56:21.000000Z
305,EtAnPr_Be_BR_1,Etanol,"Anhydrous Ethanol",Belém,Success,2,50,68,T,,2,10,,,1977,PRPR001284,"Ethanol To Producer Anhydrous w/ taxes Belem","Flextrading Daily Ethanol To Producer Anhydrous Price w/ taxes BRL/M3 Belem Para Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price w/ taxes BRL/M3 Belem Para Brazil",EtAnPr_Be_BR_1,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2021-03-20 22:40:21",,2023-11-23T18:56:22.000000Z
306,EtAnPr_Ca_BR,Etanol,"Anhydrous Ethanol",Cabedelo,Success,2,50,68,T,,2,10,,,1977,PRPR001281,"Ethanol To Producer Anhydrous w/ taxes Cabedelo","Flextrading Daily Ethanol To Producer Anhydrous Price w/ taxes BRL/M3 Cabedelo Paraiba Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price w/ taxes BRL/M3 Cabedelo Paraiba Brazil",EtAnPr_Ca_BR,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2021-03-20 22:40:21",,2023-11-23T18:56:23.000000Z
307,EtAnPr_CS_BR,Etanol,"Anhydrous Ethanol",Centro-Sul,Success,2,50,68,T,,2,10,,,1977,PRPR001267,"Ethanol To Producer Anhydrous w/ taxes Center South","Flextrading Daily Ethanol To Producer Anhydrous Price w/ taxes BRL/M3 Region Center South Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price w/ taxes BRL/M3 Region Center South Brazil",EtAnPr_CS_BR,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2021-03-20 22:40:21",,2023-11-23T18:56:24.000000Z
308,EtAnPr_Fo_BR,Etanol,"Anhydrous Ethanol",Fortaleza,Success,2,50,68,T,,2,10,,,1977,PRPR001282,"Ethanol To Producer Anhydrous w/ taxes Fortaleza","Flextrading Daily Ethanol To Producer Anhydrous Price w/ taxes BRL/M3 Fortaleza Ceara Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price w/ taxes BRL/M3 Fortaleza Ceara Brazil",EtAnPr_Fo_BR,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2021-03-20 22:40:21",,2023-11-23T18:56:25.000000Z
309,ETANPR_GC_SAN_BR,Etanol,"Anhydrous Ethanol",Santos,Success,2,50,295,T,PR,3,10,,,1977,,"Anhydrous Ethanol FOB Santos","Grains Council Weekly Anhydrous Ethanol US$/Gallon FOB Santos Brazil","Grains Council Weekly Anhydrous Ethanol US$/Gallon FOB Santos Brazil",,,,1,0,0,0,0,D,,"2022-02-18 18:09:56","2022-02-18 18:09:56",,2023-11-23T18:56:25.000000Z
310,EtAnPr_Go_BR,Etanol,"Anhydrous Ethanol",Goiânia,Success,2,50,68,T,,2,10,,,1977,PRPR001274,"Ethanol To Producer Anhydrous w/ taxes Goiania","Flextrading Daily Ethanol To Producer Anhydrous Price w/ taxes BRL/M3 Goiania Goias Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price w/ taxes BRL/M3 Goiania Goias Brazil",,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2022-05-16 19:46:24",,2023-11-23T18:56:26.000000Z
311,EtAnPr_Go_BR_1,Etanol,"Anhydrous Ethanol",Goiás,Success,25,61,12,T,,4,10,,,1977,,"Etanol An GO","Etanol Anidro GO litro","CEPEA Weekly Ethanol Anhydrous Price BRL/L Goias Brazil",,,,1,,,,1,W,,"2022-05-16 19:46:24","2022-05-16 19:46:24",,2023-11-23T18:56:26.000000Z
312,EtAnPr_Gu_BR,Etanol,"Anhydrous Ethanol",Guarulhos,Success,2,50,68,T,,2,10,,,1977,PRPR001271,"Ethanol To Producer Anhydrous w/ taxes Guarulhos","Flextrading Daily Ethanol To Producer Anhydrous Price w/ taxes BRL/M3 Guarulhos Sao Paulo Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price w/ taxes BRL/M3 Guarulhos Sao Paulo Brazil",EtAnPr_Gu_BR,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2021-03-20 22:40:21",,2023-11-23T18:56:27.000000Z
313,EtAnPr_Mt_BR,Etanol,"Anhydrous Ethanol","Mato Grosso",Success,25,61,12,T,,2,10,,,1977,,"Etanol An MT","Etanol An MS m3","CEPEA Weekly Ethanol Anhydrous Price BRL/M3 Mato Grosso Brazil",,,,1,,,,1,D,,"2019-09-24 11:49:45","2022-01-26 14:44:07",,2023-11-23T18:56:27.000000Z
314,EtAnPr_NN_BR,Etanol,"Anhydrous Ethanol",Norte-Nordeste,Success,2,50,68,T,,2,10,,,1977,PRPR001278,"Ethanol To Producer Anhydrous w/ taxes North Northeast","Flextrading Daily Ethanol To Producer Anhydrous Price w/ taxes BRL/M3 Region North Northeast Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price w/ taxes BRL/M3 Region North Northeast Brazil",EtAnPr_NN_BR,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2021-03-20 22:40:21",,2023-11-23T18:56:28.000000Z
315,EtAnPr_Ou_BR,Etanol,"Anhydrous Ethanol",Ourinhos,Success,2,50,68,T,,2,10,,,1977,PRPR001269,"Ethanol To Producer Anhydrous w/ taxes Ourinhos","Flextrading Daily Ethanol To Producer Anhydrous Price w/ taxes BRL/M3 Ourinhos Sao Paulo Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price w/ taxes BRL/M3 Ourinhos Sao Paulo Brazil",EtAnPr_Ou_BR,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2021-03-20 22:40:21",,2023-11-23T18:56:29.000000Z
316,EtAnPr_Pa_BR,Etanol,"Anhydrous Ethanol",Paulínia,Success,2,50,68,T,,2,10,,,1977,PRPR001270,"Ethanol To Producer Anhydrous w/ taxes Paulinia","Flextrading Daily Ethanol To Producer Anhydrous Price w/ taxes BRL/M3 Paulinia Sao Paulo Brazil","Flextrading Daily Ethanol To Producer Anhydrous Price w/ taxes BRL/M3 Paulinia Sao Paulo Brazil",EtAnPr_Pa_BR,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2021-03-20 22:40:21",,2023-11-23T18:56:29.000000Z
317,EtAnPr_Pe_BR,Etanol,"Anhydrous Ethanol",Pernambuco,Success,25,61,12,T,,4,10,,,1977,,"Etanol An PE","Etanol An PE litro","CEPEA Monthly Ethanol Anhydrous Price BRL/L Pernambuco Brazil",,,,1,,,,1,D,,"2019-09-24 11:49:45","2022-01-26 14:44:07",,2023-11-23T18:56:30.000000Z
