id,Código_Produto,Classificação,Subproduto,Local,Fetch_Status,bolsa,roda,fonte,tav,subtav,decimais,correlatos,empresa,contrato,subproduto_id,entcode,nome,longo,descr,codf,bd,palavras,habilitado,lote,rep,vln,dia,freq,dex,inserido,alterado,created_at,updated_at
969,D_SBPR_PDA_BR,Soja,"Soybean Grain","Pedro Afonso",Success,2,50,3,T,PR,1,10,,,2012,PRPR019334,"Soybean Pedro Afonso","DATAGRO Daily Soybean Price BRL/Bg 60Kg Pedro Afonso Tocantins Brazil","DATAGRO Daily Soybean Price BRL/Bg 60Kg Pedro Afonso Tocantins Brazil",D_SBPR_PDA_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T21:49:00.000000Z
970,D_SBPR_PFB_BR,Soja,"Soybean Grain","Passo Fundo",Success,2,50,3,T,PR,1,10,,,2012,PRPR018257,"Soybean Passo Fundo","DATAGRO Daily Soybean Price BRL/Bg 60Kg Passo Fundo Rio Grande do Sul Brazil","DATAGRO Daily Soybean Price BRL/Bg 60Kg Passo Fundo Rio Grande do Sul Brazil",D_SBPR_PFB_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T21:49:06.000000Z
971,D_SBPR_PGZ_BR,Soja,"Soybean Grain","Ponta Grossa",Success,2,50,3,T,PR,1,10,,,2012,PRPR019326,"Soybean Ponta Grossa","DATAGRO Daily Soybean Price BRL/Bg 60Kg Ponta Grossa Parana Brazil","DATAGRO Daily Soybean Price BRL/Bg 60Kg Ponta Grossa Parana Brazil",D_SBPR_PGZ_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T21:49:11.000000Z
972,D_SBPR_PLT_BR,Soja,"Soybean Grain",Palotina,Success,2,50,3,T,PR,1,10,,,2012,PRPR019504,"Soybean Palotina","DATAGRO Daily Soybean Price BRL/Bg 60Kg Palotina Parana Brazil","DATAGRO Daily Soybean Price BRL/Bg 60Kg Palotina Parana Brazil",D_SBPR_PLT_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T21:49:16.000000Z
973,D_SBPR_PMG_BR,Soja,"Soybean Grain","Ponta Porã",Success,2,50,3,T,PR,1,10,,,2012,PRPR019505,"Soybean Ponta Pora","DATAGRO Daily Soybean Price BRL/Bg 60Kg Ponta Pora Mato Grosso do Sul Brazil","DATAGRO Daily Soybean Price BRL/Bg 60Kg Ponta Pora Mato Grosso do Sul Brazil",D_SBPR_PMG_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T21:49:21.000000Z
974,D_SBPR_PNB_BR,Soja,"Soybean Grain","Porto Nacional",Success,2,50,3,T,PR,1,10,,,2012,PRPR019335,"Soybean Porto Nacional","DATAGRO Daily Soybean Price BRL/Bg 60Kg Porto Nacional Tocantins Brazil","DATAGRO Daily Soybean Price BRL/Bg 60Kg Porto Nacional Tocantins Brazil",D_SBPR_PNB_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T21:49:27.000000Z
975,D_SBPR_PNG_BR,Soja,"Soybean Grain",Paranaguá,Success,2,50,3,T,PR,1,10,,,2012,PRPR018256,"Soybean Paranagua","DATAGRO Daily Soybean Price BRL/Bg 60Kg Paranagua Parana Brazil","DATAGRO Daily Soybean Price BRL/Bg 60Kg Paranagua Parana Brazil",D_SBPR_PNG_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T21:49:32.000000Z
976,D_SBPR_PRG_BR,Soja,"Soybean Grain",Paragominas,Success,2,50,3,T,PR,1,10,,,2012,,"Soybean Paragominas","DATAGRO Daily Soybean Price BRL/Bg 60Kg Paragominas Brazil","DATAGRO Daily Soybean Price BRL/Bg 60Kg Paragominas Brazil",D_SBPR_PRG_BR,,,1,0,5,0,0,D,,"2021-07-26 03:02:18","2022-05-18 23:33:44",,2023-11-23T21:49:34.000000Z
977,D_SBPR_PRL_BR,Soja,"Soybean Grain","Primavera Do Leste",Success,2,50,3,T,PR,1,10,,,2012,PRPR019320,"Soybean Primavera L","DATAGRO Daily Soybean Price BRL/Bg 60Kg Primavera do leste Mato Grosso Brazil","DATAGRO Daily Soybean Price BRL/Bg 60Kg Primavera do leste Mato Grosso Brazil",D_SBPR_PRL_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T21:49:40.000000Z
978,D_SBPR_PTR_BR,Soja,"Soybean Grain",Patrocínio,Success,2,50,3,T,PR,1,10,,,2012,PRPR019314,"Soybean Patrocinio","DATAGRO Daily Soybean Price BRL/Bg 60Kg Patrocinio Minas Gerais Brazil","DATAGRO Daily Soybean Price BRL/Bg 60Kg Patrocinio Minas Gerais Brazil",D_SBPR_PTR_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T21:49:45.000000Z
979,D_SBPR_QRN_BR,Soja,"Soybean Grain",Querência,Success,2,50,3,T,PR,1,10,,,2012,PRPR019506,"Soybean Querencia","DATAGRO Daily Soybean Price BRL/Bg 60Kg Querencia Mato Grosso Brazil","DATAGRO Daily Soybean Price BRL/Bg 60Kg Querencia Mato Grosso Brazil",D_SBPR_QRN_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T21:49:51.000000Z
980,D_SBPR_RIG_BR,Soja,"Soybean Grain","Rio Grande",Success,2,50,3,T,PR,1,10,,,2012,PRPR018258,"Soybean Rio Grande","DATAGRO Daily Soybean Price BRL/Bg 60Kg Rio Grande Rio Grande do Sul Brazil","DATAGRO Daily Soybean Price BRL/Bg 60Kg Rio Grande Rio Grande do Sul Brazil",D_SBPR_RIG_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T21:49:58.000000Z
981,D_SBPR_ROO_BR,Soja,"Soybean Grain",Rondonópolis,Success,2,50,3,T,PR,1,10,,,2012,PRPR018260,"Soybean Rondonopolis","DATAGRO Daily Soybean Price BRL/Bg 60Kg Rondonopolis Mato Grosso Brazil","DATAGRO Daily Soybean Price BRL/Bg 60Kg Rondonopolis Mato Grosso Brazil",D_SBPR_ROO_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T21:50:05.000000Z
982,D_SBPR_RVD_BR,Soja,"Soybean Grain","Rio Verde",Success,2,50,3,T,PR,1,10,,,2012,PRPR018263,"Soybean Rio Verde","DATAGRO Daily Soybean Price BRL/Bg 60Kg Rio Verde Goias Brazil","DATAGRO Daily Soybean Price BRL/Bg 60Kg Rio Verde Goias Brazil",D_SBPR_RVD_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T21:50:11.000000Z
983,D_SBPR_SAF_BR,Soja,"Soybean Grain","São Francisco Do Sul",Success,2,50,3,T,PR,1,10,,,2012,,"Soybean São Francisco","DATAGRO Daily Soybean Price BRL/Bg 60Kg São Francisco Brazil","DATAGRO Daily Soybean Price BRL/Bg 60Kg São Francisco Brazil",D_SBPR_SAF_BR,,,1,0,5,0,0,D,,"2021-07-26 03:02:17","2022-05-18 23:33:44",,2023-11-23T21:50:15.000000Z
984,D_SBPR_SAN_BR,Soja,"Soybean Grain",Santos,Success,2,50,3,T,PR,1,10,,,2012,PRPR018259,"Soybean Santos","DATAGRO Daily Soybean Price BRL/Bg 60Kg Santos Sao Paulo Brazil","DATAGRO Daily Soybean Price BRL/Bg 60Kg Santos Sao Paulo Brazil",D_SBPR_SAN_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T21:50:21.000000Z
985,D_SBPR_SGO_BR,Soja,"Soybean Grain","São Gabriel Do Oeste",Success,2,50,3,T,PR,1,10,,,2012,PRPR019317,"Soybean Sao Gabriel O","DATAGRO Daily Soybean Price BRL/Bg 60Kg Sao Gabriel do Oeste Mato Grosso do Sul Brazil","DATAGRO Daily Soybean Price BRL/Bg 60Kg Sao Gabriel do Oeste Mato Grosso do Sul Brazil",D_SBPR_SGO_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T21:50:27.000000Z
986,D_SBPR_SLZ_BR,Soja,"Soybean Grain","São Luis",Success,2,50,3,T,PR,1,10,,,2012,PRPR019313,"Soybean Sao Luis","DATAGRO Daily Soybean Price BRL/Bg 60Kg Sao Luis Maranhao Brazil","DATAGRO Daily Soybean Price BRL/Bg 60Kg Sao Luis Maranhao Brazil",D_SBPR_SLZ_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T21:50:32.000000Z
987,D_SBPR_SMT_BR,Soja,"Soybean Grain",Sorriso,Success,2,50,3,T,PR,1,10,,,2012,PRPR018278,"Soybean Sorriso","DATAGRO Daily Soybean Price BRL/Bg 60Kg Sorriso Mato Grosso Brazil","DATAGRO Daily Soybean Price BRL/Bg 60Kg Sorriso Mato Grosso Brazil",D_SBPR_SMT_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T21:50:38.000000Z
988,D_SBPR_SPZ_BR,Soja,"Soybean Grain",Sapezal,Success,2,50,3,T,PR,1,10,,,2012,PRPR019321,"Soybean Sapezal","DATAGRO Daily Soybean Price BRL/Bg 60Kg Sapezal Mato Grosso Brazil","DATAGRO Daily Soybean Price BRL/Bg 60Kg Sapezal Mato Grosso Brazil",D_SBPR_SPZ_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T21:50:44.000000Z
989,D_SBPR_SRS_BR,Soja,"Soybean Grain","Santa Rosa",Success,2,50,3,T,PR,1,10,,,2012,PRPR019329,"Soybean Santa Rosa","DATAGRO Daily Soybean Price BRL/Bg 60Kg Santa Rosa Rio Grande do Sul Brazil","DATAGRO Daily Soybean Price BRL/Bg 60Kg Santa Rosa Rio Grande do Sul Brazil",D_SBPR_SRS_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T21:50:50.000000Z
990,D_SBPR_UDI_BR,Soja,"Soybean Grain",Uberlândia,Success,2,50,3,T,PR,1,10,,,2012,PRPR018262,"Soybean Uberlandia","DATAGRO Daily Soybean Price BRL/Bg 60Kg Uberlandia Minas Gerais Brazil","DATAGRO Daily Soybean Price BRL/Bg 60Kg Uberlandia Minas Gerais Brazil",D_SBPR_UDI_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T21:50:55.000000Z
991,D_SBPR_UNB_BR,Soja,"Soybean Grain",Unaí,Success,2,50,3,T,PR,1,10,,,2012,PRPR019315,"Soybean Unai","DATAGRO Daily Soybean Price BRL/Bg 60Kg Unai Minas Gerais Brazil","DATAGRO Daily Soybean Price BRL/Bg 60Kg Unai Minas Gerais Brazil",D_SBPR_UNB_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T21:51:00.000000Z
992,D_SBPR_URC_BR,Soja,"Soybean Grain",Uruçuí,Success,2,50,3,T,PR,1,10,,,2012,PRPR019323,"Soybean Urucui","DATAGRO Daily Soybean Price BRL/Bg 60Kg Urucui Piaui Brazil","DATAGRO Daily Soybean Price BRL/Bg 60Kg Urucui Piaui Brazil",D_SBPR_URC_BR,,,1,,5,,0,D,,"2020-02-19 20:27:38","2022-05-18 23:33:44",,2023-11-23T21:51:06.000000Z
993,D_SM_PM_ROS_AR,Soja,"Soybean Meal",Rosario,Success,2,50,3,T,,0,10,,,2013,PRPM019401,"Soybean Meal Basis Rosario","DATAGRO Daily Soybean Meal Price Basis USD cents/bu Rosario Argentina - Spot","DATAGRO Daily Soybean Meal Price Basis US$/st Rosario Argentina - Spot",D_SM_PM_ROS_AR,,,1,,7,,0,D,,"2020-02-19 20:27:38","2022-08-03 16:13:06",,2023-11-23T21:51:13.000000Z
994,D_SMPM_PNG_BR,Soja,"Soybean Meal",Paranaguá,Success,2,50,3,T,,0,10,,,2013,PRPM018251,"Soybean Meal Basis Paranagua","DATAGRO Daily Soybean Meal Spot Price Basis USD/ST Paranagua Parana Brazil","DATAGRO Daily Soybean Meal Spot Price Basis USD/ST Paranagua Parana Brazil",D_SMPM_PNG_BR,,,1,,12,,0,D,,"2020-02-19 20:27:38","2022-05-19 00:25:19",,2023-11-23T21:51:18.000000Z
995,D_SMPM_PNG_BR_F,Soja,"Soybean Meal",Paranaguá,Success,2,50,3,T,,0,10,,,2013,PRPM019365,"Soybean Meal Basis Paranagua Jan","DATAGRO Daily Soybean Meal Price Basis USD cents/bu Paranagua Parana Brazil - January","DATAGRO Daily Soybean Meal Price Basis USD cents/bu Paranagua Parana Brazil - January",D_SMPM_PNG_BR_F,,,1,,7,,0,D,,"2020-02-19 20:27:38","2022-05-19 00:24:13",,2023-11-23T21:51:20.000000Z
996,D_SMPM_PNG_BR_G,Soja,"Soybean Meal",Paranaguá,Success,2,50,3,T,,0,10,,,2013,PRPM019366,"Soybean Meal Basis Paranagua Feb","DATAGRO Daily Soybean Meal Price Basis USD cents/bu Paranagua Parana Brazil - February","DATAGRO Daily Soybean Meal Price Basis USD cents/bu Paranagua Parana Brazil - February",D_SMPM_PNG_BR_G,,,1,,7,,0,D,,"2020-02-19 20:27:38","2022-05-19 00:24:13",,2023-11-23T21:51:24.000000Z
997,D_SMPM_PNG_BR_H,Soja,"Soybean Meal",Paranaguá,Success,2,50,3,T,,0,10,,,2013,PRPM019367,"Soybean Meal Basis Paranagua Mar","DATAGRO Daily Soybean Meal Price Basis USD cents/bu Paranagua Parana Brazil - March","DATAGRO Daily Soybean Meal Price Basis USD cents/bu Paranagua Parana Brazil - March",D_SMPM_PNG_BR_H,,,1,,7,,0,D,,"2020-02-19 20:27:38","2022-05-19 00:24:13",,2023-11-23T21:51:29.000000Z
998,D_SMPM_PNG_BR_J,Soja,"Soybean Meal",Paranaguá,Success,2,50,3,T,,0,10,,,2013,PRPM019368,"Soybean Meal Basis Paranagua Apr","DATAGRO Daily Soybean Meal Price Basis USD cents/bu Paranagua Parana Brazil - April","DATAGRO Daily Soybean Meal Price Basis USD cents/bu Paranagua Parana Brazil - April",D_SMPM_PNG_BR_J,,,1,,7,,0,D,,"2020-02-19 20:27:38","2022-05-19 00:24:13",,2023-11-23T21:51:34.000000Z
999,D_SMPM_PNG_BR_K,Soja,"Soybean Meal",Paranaguá,Success,2,50,3,T,,0,10,,,2013,PRPM019369,"Soybean Meal Basis Paranagua May","DATAGRO Daily Soybean Meal Price Basis USD cents/bu Paranagua Parana Brazil - May","DATAGRO Daily Soybean Meal Price Basis USD cents/bu Paranagua Parana Brazil - May",D_SMPM_PNG_BR_K,,,1,,7,,0,D,,"2020-02-19 20:27:38","2022-05-19 00:24:13",,2023-11-23T21:51:39.000000Z
1000,D_SMPM_PNG_BR_M,Soja,"Soybean Meal",Paranaguá,Success,2,50,3,T,,0,10,,,2013,PRPM019370,"Soybean Meal Basis Paranagua Jun","DATAGRO Daily Soybean Meal Price Basis USD cents/bu Paranagua Parana Brazil - June","DATAGRO Daily Soybean Meal Price Basis USD cents/bu Paranagua Parana Brazil - June",D_SMPM_PNG_BR_M,,,1,,7,,0,D,,"2020-02-19 20:27:38","2022-05-19 00:24:13",,2023-11-23T21:51:42.000000Z
1001,D_SMPM_PNG_BR_N,Soja,"Soybean Meal",Paranaguá,Success,2,50,3,T,,0,10,,,2013,PRPM019371,"Soybean Meal Basis Paranagua Jul","DATAGRO Daily Soybean Meal Price Basis USD cents/bu Paranagua Parana Brazil - July","DATAGRO Daily Soybean Meal Price Basis USD cents/bu Paranagua Parana Brazil - July",D_SMPM_PNG_BR_N,,,1,,7,,0,D,,"2020-02-19 20:27:38","2022-05-19 00:24:13",,2023-11-23T21:51:46.000000Z
1002,D_SMPM_PNG_BR_Q,Soja,"Soybean Meal",Paranaguá,Success,2,50,3,T,,0,10,,,2013,PRPM019372,"Soybean Meal Basis Paranagua Aug","DATAGRO Daily Soybean Meal Price Basis USD cents/bu Paranagua Parana Brazil - August","DATAGRO Daily Soybean Meal Price Basis USD cents/bu Paranagua Parana Brazil - August",D_SMPM_PNG_BR_Q,,,1,,7,,0,D,,"2020-02-19 20:27:38","2022-05-19 00:24:13",,2023-11-23T21:51:50.000000Z
1003,D_SMPM_PNG_BR_U,Soja,"Soybean Meal",Paranaguá,Success,2,50,3,T,,0,10,,,2013,PRPM019373,"Soybean Meal Basis Paranagua Sep","DATAGRO Daily Soybean Meal Price Basis USD cents/bu Paranagua Parana Brazil - September","DATAGRO Daily Soybean Meal Price Basis USD cents/bu Paranagua Parana Brazil - September",D_SMPM_PNG_BR_U,,,1,,7,,0,D,,"2020-02-19 20:27:38","2022-05-19 00:24:13",,2023-11-23T21:51:54.000000Z
1004,D_SMPM_PNG_BR_V,Soja,"Soybean Meal",Paranaguá,Success,2,50,3,T,,0,10,,,2013,PRPM019374,"Soybean Meal Basis Paranagua Oct","DATAGRO Daily Soybean Meal Price Basis USD cents/bu Paranagua Parana Brazil - October","DATAGRO Daily Soybean Meal Price Basis USD cents/bu Paranagua Parana Brazil - October",D_SMPM_PNG_BR_V,,,1,,7,,0,D,,"2020-02-19 20:27:38","2022-05-19 00:24:13",,2023-11-23T21:51:59.000000Z
1005,D_SMPM_PNG_BR_X,Soja,"Soybean Meal",Paranaguá,Success,2,50,3,T,,0,10,,,2013,PRPM019375,"Soybean Meal Basis Paranagua Nov","DATAGRO Daily Soybean Meal Price Basis USD cents/bu Paranagua Parana Brazil - November","DATAGRO Daily Soybean Meal Price Basis USD cents/bu Paranagua Parana Brazil - November",D_SMPM_PNG_BR_X,,,1,,7,,0,D,,"2020-02-19 20:27:38","2022-05-19 00:24:13",,2023-11-23T21:52:03.000000Z
1006,D_SMPM_PNG_BR_Z,Soja,"Soybean Meal",Paranaguá,Success,2,50,3,T,,0,10,,,2013,PRPM019376,"Soybean Meal Basis Paranagua Dec","DATAGRO Daily Soybean Meal Price Basis USD cents/bu Paranagua Parana Brazil - December","DATAGRO Daily Soybean Meal Price Basis USD cents/bu Paranagua Parana Brazil - December",D_SMPM_PNG_BR_Z,,,1,,7,,0,D,,"2020-02-19 20:27:38","2022-05-19 00:24:13",,2023-11-23T21:52:08.000000Z
1007,D_SMPR_DOU_BR,Soja,"Soybean Meal",Dourados,Success,2,50,3,T,,0,10,,,2013,PRPM019341,"Soybean Meal Dourados","DATAGRO Daily Soybean Meal Price BRL/MT Dourados Mato Grosso do Sul Brazil","DATAGRO Daily Soybean Meal Price BRL/MT Dourados Mato Grosso do Sul Brazil",D_SMPR_DOU_BR,,,1,,0,,0,D,,"2020-02-19 20:27:38","2020-04-26 00:37:48",,2023-11-23T21:52:09.000000Z
1008,D_SMPR_MGF_BR,Soja,"Soybean Meal",Maringá,Success,2,50,3,T,,0,10,,,2013,PRPM019343,"Soybean Meal Maringa","DATAGRO Daily Soybean Meal Price BRL/MT Maringa Parana Brazil","DATAGRO Daily Soybean Meal Price BRL/MT Maringa Parana Brazil",D_SMPR_MGF_BR,,,1,,0,,0,D,,"2020-02-19 20:27:38","2020-04-26 00:37:48",,2023-11-23T21:52:09.000000Z
1009,D_SMPR_PFB_BR,Soja,"Soybean Meal","Passo Fundo",Success,2,50,3,T,,0,10,,,2013,PRPM019345,"Soybean Meal Passo Fundo","DATAGRO Daily Soybean Meal Price BRL/MT Passo Fundo Rio Grande do Sul Brazil","DATAGRO Daily Soybean Meal Price BRL/MT Passo Fundo Rio Grande do Sul Brazil",D_SMPR_PFB_BR,,,1,,0,,0,D,,"2020-02-19 20:27:38","2020-04-26 00:37:48",,2023-11-23T21:52:10.000000Z
1010,D_SMPR_PGZ_BR,Soja,"Soybean Meal","Ponta Grossa",Success,2,50,3,T,,0,10,,,2013,PRPM019344,"Soybean Meal Ponta Grossa","DATAGRO Daily Soybean Meal Price BRL/MT Ponta Grossa Parana Brazil","DATAGRO Daily Soybean Meal Price BRL/MT Ponta Grossa Parana Brazil",D_SMPR_PGZ_BR,,,1,,0,,0,D,,"2020-02-19 20:27:38","2020-04-26 00:37:48",,2023-11-23T21:52:11.000000Z
1011,D_SMPR_ROO_BR,Soja,"Soybean Meal",Rondonópolis,Success,2,50,3,T,,0,10,,,2013,PRPM019342,"Soybean Meal Rondonopolis","DATAGRO Daily Soybean Meal Price BRL/MT Rondonopolis Mato Grosso Brazil","DATAGRO Daily Soybean Meal Price BRL/MT Rondonopolis Mato Grosso Brazil",D_SMPR_ROO_BR,,,1,,0,,0,D,,"2020-02-19 20:27:38","2020-04-26 00:37:48",,2023-11-23T21:52:11.000000Z
1012,D_SMPR_RVD_BR,Soja,"Soybean Meal","Rio Verde",Success,2,50,3,T,,0,10,,,2013,PRPM019339,"Soybean Meal Rio Verde","DATAGRO Daily Soybean Meal Price BRL/MT Rio Verde Goias Brazil","DATAGRO Daily Soybean Meal Price BRL/MT Rio Verde Goias Brazil",D_SMPR_RVD_BR,,,1,,0,,0,D,,"2020-02-19 20:27:38","2020-04-26 00:37:48",,2023-11-23T21:52:12.000000Z
1013,D_SMPR_SP_BR,Soja,"Soybean Meal","São Paulo",Success,2,50,3,T,,0,10,,,2013,PRPR018266,"Soybean Meal Sao Paulo","DATAGRO Daily Soybean Meal Price BRL/MT Sao Paulo Brazil","DATAGRO Daily Soybean Meal Price BRL/MT Sao Paulo Brazil",D_SMPR_SP_BR,,,1,,0,,0,D,,"2020-02-19 20:27:38","2020-04-26 00:37:48",,2023-11-23T21:52:12.000000Z
1014,D_SMPR_UDI_BR,Soja,"Soybean Meal",Uberlândia,Success,2,50,3,T,,0,10,,,2013,PRPM019340,"Soybean Meal Uberlandia","DATAGRO Daily Soybean Meal Price BRL/MT Uberlandia Minas Gerais Brazil","DATAGRO Daily Soybean Meal Price BRL/MT Uberlandia Minas Gerais Brazil",D_SMPR_UDI_BR,,,1,,0,,0,D,,"2020-02-19 20:27:38","2020-04-26 00:37:48",,2023-11-23T21:52:13.000000Z
1015,D_SMPR_XAP_BR,Soja,"Soybean Meal",Chapecó,Success,2,50,3,T,,0,10,,,2013,PRPM019346,"Soybean Meal Chapeco","DATAGRO Daily Soybean Meal Price BRL/MT Chapeco Santa Catarina Brazil","DATAGRO Daily Soybean Meal Price BRL/MT Chapeco Santa Catarina Brazil",D_SMPR_XAP_BR,,,1,,0,,0,D,,"2020-02-19 20:27:38","2020-04-26 00:37:48",,2023-11-23T21:52:14.000000Z
1016,D_SO_PM_ROS_AR,Soja,"Soybean Oil",Rosario,Success,2,50,3,T,,2,10,,,2014,PRPM019402,"Soybean Oil Basis Rosario","DATAGRO Daily Soybean Oil Price Basis USD cents/bu Rosario Argentina  - Spot","DATAGRO Daily Soybean Oil Price Basis US$/st Rosario Argentina  - Spot",D_SO_PM_ROS_AR,,,1,,7,,0,D,,"2020-02-19 20:27:38","2022-12-13 12:59:17",,2023-11-23T21:52:20.000000Z
1017,D_SoFr_BSSSLZ_BR,Soja,"Soybean Grain",Balsas,Success,2,50,3,T,FR,0,10,,,2012,PRFR013292,"Soybean Freight Balsas a São Luiz","DATAGRO Weekly Soybean Freight Price BRL/t Balsas  São Luiz Brazil","DATAGRO Weekly Soybean Freight Price BRL/t Balsas  São Luiz Brazil",D_SoFr_BSSSLZ_BR,,,1,,10,,0,D,,"2020-02-19 20:27:38","2022-05-19 00:05:02",,2023-11-23T21:52:22.000000Z
1018,D_SoFr_CACPNG_BR,Soja,"Soybean Grain",Cascavel,Success,2,50,3,T,FR,0,10,,,2012,PRFR013275,"Soybean Freight Cascavel a Pguá","DATAGRO Weekly Soybean Freight Price BRL/t Cascavel Paranaguá Brazil","DATAGRO Weekly Soybean Freight Price BRL/t Cascavel Paranaguá Brazil",D_SoFr_CACPNG_BR,,,1,,10,,0,D,,"2020-02-19 20:27:38","2022-05-19 00:05:02",,2023-11-23T21:52:23.000000Z
1019,D_SoFr_CAPSAN_BR,Soja,"Soybean Grain",Capinõpolis,Success,2,50,3,T,FR,0,10,,,2012,PRFR013283,"Soybean Freight Capinópolis a Santos","DATAGRO Weekly Soybean Freight Price BRL/t Capinópolis Santos Brazil","DATAGRO Weekly Soybean Freight Price BRL/t Capinópolis Santos Brazil",D_SoFr_CAPSAN_BR,,,1,,10,,0,D,,"2020-02-19 20:27:38","2022-05-19 00:05:02",,2023-11-23T21:52:24.000000Z
1020,D_SoFr_CNMSAN_BR,Soja,"Soybean Grain","Cândido Mota",Success,2,50,3,T,FR,0,10,,,2012,PRFR013281,"Soybean Freight Cândido Mota a Santos","DATAGRO Weekly Soybean Freight Price BRL/t Cândido Mota Santos Brazil","DATAGRO Weekly Soybean Freight Price BRL/t Cândido Mota Santos Brazil",D_SoFr_CNMSAN_BR,,,1,,10,,0,D,,"2020-02-19 20:27:38","2022-05-19 00:05:02",,2023-11-23T21:52:25.000000Z
1021,D_SoFr_CZARIG_BR,Soja,"Soybean Grain","Cruz Alta",Success,2,50,3,T,FR,0,10,,,2012,PRFR013278,"Soybean Freight Cruz Alta a Rio Grande","DATAGRO Weekly Soybean Freight Price BRL/t Cruz Alta Rio Grande Brazil","DATAGRO Weekly Soybean Freight Price BRL/t Cruz Alta Rio Grande Brazil",D_SoFr_CZARIG_BR,,,1,,10,,0,D,,"2020-02-19 20:27:38","2022-05-19 00:05:02",,2023-11-23T21:52:27.000000Z
1022,D_SoFr_DOUPNG_BR,Soja,"Soybean Grain",Dourados,Success,2,50,3,T,FR,0,10,,,2012,PRFR013289,"Soybean Freight Dourados a Pguá","DATAGRO Weekly Soybean Freight Price BRL/t Dourados Paranaguá Brazil","DATAGRO Weekly Soybean Freight Price BRL/t Dourados Paranaguá Brazil",D_SoFr_DOUPNG_BR,,,1,,10,,0,D,,"2020-02-19 20:27:38","2022-05-19 00:05:02",,2023-11-23T21:52:28.000000Z
1023,D_SoFr_DOUSAN_BR,Soja,"Soybean Grain",Dourados,Success,2,50,3,T,FR,0,10,,,2012,PRFR013288,"Soybean Freight Dourados a Santos","DATAGRO Weekly Soybean Freight Price BRL/t Dourados Santos Brazil","DATAGRO Weekly Soybean Freight Price BRL/t Dourados Santos Brazil",D_SoFr_DOUSAN_BR,,,1,,10,,0,D,,"2020-02-19 20:27:38","2022-05-19 00:05:02",,2023-11-23T21:52:29.000000Z
1024,D_SoFr_LEMSSA_BR,Soja,"Soybean Grain","Luiz Eduardo Magalhães",Success,2,50,3,T,FR,0,10,,,2012,PRFR013291,"Soybean Freight LEM a Salvador","DATAGRO Weekly Soybean Freight Price BRL/t Luis Eduardo Salvador Brazil","DATAGRO Weekly Soybean Freight Price BRL/t Luis Eduardo Salvador Brazil",D_SoFr_LEMSSA_BR,,,1,,10,,0,D,,"2020-02-19 20:27:38","2022-05-19 00:05:02",,2023-11-23T21:52:31.000000Z
1025,D_SoFr_MGFPNG_BR,Soja,"Soybean Grain",Maringá,Success,2,50,3,T,FR,0,10,,,2012,PRFR013274,"Soybean Freight Maringá a Pguá","DATAGRO Weekly Soybean Freight Price BRL/t Maringá Paranaguá Brazil","DATAGRO Weekly Soybean Freight Price BRL/t Maringá Paranaguá Brazil",D_SoFr_MGFPNG_BR,,,1,,10,,0,D,,"2020-02-19 20:27:38","2022-05-19 00:05:02",,2023-11-23T21:52:32.000000Z
